Disp_OPC[Código],Disp_OPC[Nome],Disp_OPC[Data report],Disp_OPC[Versão],Disp_OPC[VIP],Disp_OPC[Suspenso],Disp_OPC[Bandeira],[AverageDisponibilidade__Final_S_Analise]
6681 - V4 NUC,6681 - V4 Nuc Posto  Shell Tutoia,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6682 - V4 NUC,6682 - V4 Nuc Posto Shell Winner,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6688,6688 Posto Shell Trebbiano,2025-08-26T00:00:00,V1,False,False,Shell,1
6692,6692 Posto Shell Portal Da Granja,2025-08-26T00:00:00,V1,False,False,Shell,1
6693,6693 Posto Shell Lar São Paulo,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6694 - V4 NUC,6694 - V4 Nuc Posto Shell Getúlio Vargas - V4 Nuc,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6698,6698 Posto Shell Avenida Marginal Itu,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6700,6700 Posto Shell Boulevard,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6702,6702 Posto Shell A2,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6704 - V4 NUC,6704 -V4  Nuc  Posto Papai De Mauá,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6705,6705 Posto Shell Fazgran Jundiai,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6708,6708 Posto Shell Limeiranea,2025-08-26T00:00:00,V1,False,False,Shell,1
6709,6709 Posto Shell Mirage,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
6718,6718 Posto Shell Visual,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6722,6722 Posto Shell Automan 2,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6726,6726 Posto Shell Rede N,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6729,6729 Posto Shell Nitro,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
6733,6733 Posto Shell Arinella Imigrantes,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6734,6734 Posto Shell Escalada,2025-08-26T00:00:00,V1,False,False,Shell,0.9603888888888887
6735,6735 Posto Shell Marape,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
6736,6736 Posto Shell Rosangela,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6737 - V4 NUC,6737 - V4 Nuc Posto  Shell Auto Posto Porto Da Igreja Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6739,6739 Posto Shell Gruta,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,0
6740,6740 Posto Shell Fiandeiras,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6742 - V4 NUC,6742 - V4 Nuc Posto  Shell Tiquatira,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6743,6743 Posto Shell 5300,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6745 - V4 NUC,6745 - V4 Nuc Posto  Shell  Malta 01,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6748 - V4 NUC,6748 - V4 Nuc Posto  Shell  Marina De Cotia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.91875
6754,6754 Posto Shell Espaço Jaguaré,2025-08-26T00:00:00,V1,True,False,Shell,1
6757 - V4 NUC,6757 - V4 Nuc Posto Shell Pirapanema,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6760,6760 Posto Shell Brasil 2003,2025-08-26T00:00:00,V1,False,False,Shell,1
6763,6763 Posto Shell Le Reve,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6766 - V4 NUC,6766 - V4 Nuc Posto  Shell  Recreio Ouro,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6767,6767 Posto Shell Jaú,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6768 - V4 NUC,6768 - V4 Nuc Posto  Shell  Mug,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6769,6769 Posto Shell Sereia,2025-08-26T00:00:00,V1,False,False,Shell,1
6771,6771 Posto Shell Itamaraty De Osasco,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6772,6772 Posto Shell Nova Jerusalem,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6773 - V4 NUC,6773 - V4 Nuc Posto Shell Farol Verde,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6782,6782 Posto Shell Pixinguinha,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6783,6783 Posto Shell Malta 04,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6790,6790 Posto Shell Mancini,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6793,6793 Posto Shell Palacio Guanabara,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6794 - V4 NUC,6794 - V4 Nuc Posto Shell Ponte Metalica,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6795,6795 Posto Shell Jocar,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6797,6797 Posto Shell Fibra,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6800,6800 Posto Shell Camboriu,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6801,6801 Posto Shell Agapeama,2025-08-26T00:00:00,V1,False,False,Shell,1
6802,6802 Posto Shell Piemonte,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
6805,6805 Posto Shell Internacional Racing,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6807,6807 Posto Shell Nova Caua,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6809,6809 Posto Shell Marambaia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6810,6810 Posto Shell Attlantis,2025-08-26T00:00:00,V1,False,False,Shell,1
6811,6811 Posto Shell Novo São Bernardo,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6813,6813 Posto Shell Rodoanel Leste,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6814,6814 Posto Shell Estação Belenzinho,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6815,6815 Posto Shell Bap Rodoanel,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6816,6816 Posto Shell Sangirardi,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6817,6817 Posto Shell Companheiro São Bento,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6818,6818 Posto Shell Alabamma,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6819 - V4 NUC,6819 - V4 Nuc Posto Shell Santa Ignes,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6820,6820 Posto Shell Center Turistica,2025-08-26T00:00:00,V1,False,False,Shell,1
6821,6821 Posto Shell Rotary Eirelli,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6822,6822 Posto Shell Portal Da Giovanni,2025-08-26T00:00:00,V1,False,False,Shell,1
6823,6823 Posto Shell Ml Recreio,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6824,6824 Posto Shell Sao Miguel De Piracicaba,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6825,6825 Posto Shell Linc,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6826,6826 Posto Shell Araujo,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6827,6827 Posto Shell Noninha,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6828,6828 - Posto Shell Mackenzie,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6829,6829 Posto Shell Bella Luna,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,0.1272222222222222
6830 - V4 NUC,6830 - V4 Nuc Posto Shell Lyon,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6832,6832 Posto Shell Novo Guerreiro,2025-08-26T00:00:00,V1,False,False,Shell,1
6833,6833 Posto Shell Avanth,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6835,6835 Posto Shell Alicante,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
6836,6836 Posto Shell Catucha,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6837,6837 Posto Shell Nova Familia,2025-08-26T00:00:00,V1,False,False,Shell,1
6838,6838 Posto Shell Luana,2025-08-26T00:00:00,V1,False,False,Shell,1
6841,6841 Posto Shell Santa Clara De Assis,2025-08-26T00:00:00,V1,False,False,Shell,1
6842 - V4 NUC,6842 - V4 Nuc Posto Shell San Pietro,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6843,6843 Posto Shell Leandrini & Della,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6844 - V4 NUC,6844 - V4 Nuc Posto Shell Progesso Vila Cristo,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6845,6845 Posto Shell Arinella Interlagos,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6846,6846 Posto Shell Arinella Bandeirantes,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6847,6847 Posto Shell Carreira De Cima,2025-08-26T00:00:00,V1,False,False,Shell,1
6848 - V4 NUC,6848 - V4 Nuc Posto Shell Montemos,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6849,6849 Posto Shell Mesquita,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6850,6850 Posto Shell Ruy Rodrigues,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6851,6851 Posto Shell Shopping Paulista,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
6852,6852 Posto Shell Rr Campinas,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6853,6853 Posto Shell Tropicos,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6854,6854 Posto Jardim Avelino,2025-08-26T00:00:00,V1,False,False,Shell,1
6855,6855 Posto Shell Pauliceia,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6857,6857 Posto Shell Primavera,2025-08-26T00:00:00,V1,False,False,Shell,1
6860,6860 Posto Shell Iate,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6861 - V4 NUC,6861 - V4 Nuc Posto Shell Allgas,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6862 - V4 NUC,6862 - V4 Nuc Posto Shell Amegas,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
6863 - V4 NUC,6863 - V4 Nuc Posto Shell Jan,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6865,6865 - Posto Shell Três Postos,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.9762222222222222
6867 - V4 NUC,6867 - V4 Nuc Posto Shell Skipper,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6868 - V4 NUC,6868 - V4 Nuc Posto Shell Bap Rudge Ramos,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6869 - V4 NUC,6869 - V4 Nuc Posto Shell Jardim Das Bandeiras,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6871 - V4 NUC,6871 - V4 Nuc Posto Shell Jardim Do Estado,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6873 - V4 NUC,6873 - V4 Nuc Posto Shell Iporanga,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6875 - V4 NUC,6875 - V4 Nuc Posto Shell Guaraciaba,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6876 - V4 NUC,6876 - V4 Nuc Posto Shell Ccs,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6877 - V4 NUC,6877 - V4 Nuc Posto Shell F. A. Fernandes,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6879 - V4 NUC,6879 - V4 Nuc Posto Shell Linha Um,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6880 - V4 NUC,6880 - V4 Nuc Posto Shell Delta Paqueta,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6881 - V4 NUC,6881 - V4 Nuc Posto Shell Viaduto Do Mirante,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6882 - V4 NUC,6882 - V4 Nuc Posto Shell Paulista,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6883 - V4 NUC,6883 - V4 Nuc Posto Shell Arinella Belem,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6884 - V4 NUC,6884 - V4 Nuc Posto Shell Jardim Europa Vgp,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6885 - V4 NUC,6885 - V4 Nuc Posto Shell Larissa Olegário,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6887 - V4 NUC,6887 - V4 Nuc Posto  Shell Delta Praia,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6888 - V4 NUC,6888 - V4 Nuc Posto Shell Inaja,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6889 - V4 NUC,6889 - V4 Nuc Posto Shell Barão Do Libano,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.9764444444444444
6890 - V4 NUC,6890 - V4 Nuc Posto Shell Tic Tac Cabreuva,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6892 - V4 NUC,6892 - V4 Nuc Posto Shell Comercial Alvorada Center,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6893 - V4 NUC,6893 - V4 Nuc Posto  Shell  Posto Via Expressa Araraquara,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6894 - V4 NUC,6894 - V4 Nuc Posto  Shell Personalite,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6895 - V4 NUC,6895 - V4 Nuc Posto  Shell Dende Da Ilha,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6896 - V4 NUC,6896 - V4 Nuc Posto  Shell Mané Garrincha,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.9019166666666667
6900 - V4 NUC,6900 - V4 Nuc Posto  Shell Estrela De Caxias,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6901 - V4 NUC,6901 - V4 Nuc Posto Shell Metanauto,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6902 - V4 NUC,6902 - V4 Nuc Posto São Jerônimo Do Anil V,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6904 - V4 NUC,6904 - V4 Nuc Posto  Shell Sol Da Praia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6905 - V4 NUC,6905 - V4 Nuc Posto  Shell  Nossa Senhora Das Vitória,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6906 - V4 NUC,6906 - V4 Nuc Posto Shell Guaratiba,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6908 - V4 NUC,6908 - V4 Nuc Posto  Shell Lopes Cachamorra,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6909 - V4 NUC,6909 - V4 Nuc Posto  Shell  Guaimim,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6914 - V4 NUC,6914 - V4 Nuc Posto  Shell  Estadao De Santo Andre,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6915 - V4 NUC,6915 - V4 Nuc Posto Shell Nova Estacao Do Pessego,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6916 - V4 NUC,6916 - V4 Nuc  Posto Shell  Veloz,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6917 - V4 NUC,6917 - V4 Nuc Posto Shell City Cantareira,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6918 - V4 NUC,6918 - V4 Nuc Posto Shell Radial Iii,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6919 - V4 NUC,6919 - V4 Nuc Posto Center Paes De Barros,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6920 - V4 NUC,6920 - V4 Nuc Posto  Shell  Europa Garden,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6921 - V4 NUC,6921 - V4 Nuc Posto Shell Recanto Das Palmeiras,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.5644166666666667
6922 - V4 NUC,6922 - V4 Nuc Posto Shell Ml Ayrton Senna,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6923 - V4 NUC,6923 - V4 Nuc Posto Shell Todos Os Santos,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6924 - V4 NUC,6924 - V4 Nuc Posto Shell Rocal,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6926 - V4 NUC,6926 - V4 Nuc Posto Shell Pressao De Mesquita,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.5764722222222222
6928 - V4 NUC,6928 - V4 Nuc Posto Shell Portal Da Posse,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6929 - V4 NUC,6929 - V4  Nuc  Posto Shell  Rio Da Prata,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
6930 - V4 NUC,6930 - V4 Nuc Posto  Shell  Servicos Malta 07,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6931 - V4 NUC,6931 - V4 Nuc  Posto Shell Taqua,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6932 - V4 NUC,6932 - V4 Nuc Posto  Shell  Benvenuto,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6933 - V4 NUC,6933 - V4 Nuc Posto  Shell Kan Tan,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6934 - V4 NUC,6934 - V4 Nuc Posto Shell Tigre Do Vale,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6935 - V4 NUC,6935 - V4 Nuc Posto  Shell Araras,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6937 - V4 NUC,6937 - V4 Nuc Posto  Shell Eco Vergueiro,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6938 - V4 NUC,6938 - V4 Nuc Posto  Shell Paisagem,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6940 - V4 NUC,6940 - V4 Nuc Posto Shell Diacov,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6941 - V4 NUC,6941 - V4 Nuc Posto  Shell Tempus,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6943 - V4 NUC,6943 - V4 Nuc Posto  Shell Malta 02,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6944 - V4 NUC,6944 - V4 Nuc Posto  Shell Karapito Da Beira,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6945 - V4 NUC,6945 - V4 Nuc Posto  Shell Santarem,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6946 - V4 NUC,6946 - V4 Nuc Posto  Shell Mangueirinha,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6958 - V4 NUC,6958 - V4 Nuc Posto  Shell Armando Ruy & Cia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6959 - V4 NUC,6959 - V4 Nuc Posto  Shell Santa Paulina,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.8787777777777778
6960 - V4 NUC,6960 - V4 Nuc Posto  Shell D B,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6961 - V4 NUC,6961 - V4 Nuc Posto  Shell Santa Barbara,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6964 - V4 NUC,6964 - V4 Nuc Posto  Shell Florida,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6965 - V4 NUC,6965 - V4 Nuc Posto  Shell  Ts,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6967 - V4 NUC,6967 - V4 Nuc Posto  Shell F A Martins,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6970 - V4 NUC,6970 - V4 Nuc Posto  Shell Pituba,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6971 - V4 NUC,6971 - V4 Nuc Posto  Shell Uniposto,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.9323611111111111
6972 - V4 NUC,6972 - V4 Nuc Posto Shell Kalilandia  - Paralela,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6974 - V4 NUC,6974 - V4 Nuc Posto Shell Kalilandia - Rio Vermelho,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6975 - V4 NUC,6975 - V4 Nuc Posto Shell Kalilandia - Paralela 2,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6976,6976 Posto Arembepe,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6977 - V4 NUC,6977 - V4 Nuc Posto  Shell Kalilandia - Aliança,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6978 - V4 NUC,6978 - V4 Nuc Posto Shell Kalilandia - Paralela 3,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6984 - V4 NUC,6984 - V4 Nuc Posto  Shell Kalilandia - Caji,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6985 - V4 NUC,6985 - V4 Nuc Posto Shell Kalilandia - Vilas,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6986 - V4 NUC,6986 - V4 Nuc  Posto Shell Piloto,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6992 - V4 NUC,6992 - V4 Nuc Posto  Shell Serra Do Japi,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
6994 - V4 NUC,6994 - V4 Nuc Posto  Shell Ferreira,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
6995 - V4 NUC,6995 - V4 Nuc Posto  Shell  Arinella Centro,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6997 - V4 NUC,6997 - V4 Nuc Posto  Shell  Caminho Das Arvores,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
6998 - V4 NUC,6998 - V4 Nuc Posto Shell Budião,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.47624999999999995
70001,70001 Posto Jk Pindorama,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70003,70003 Posto Roda Viva,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70004,70004 Posto Chácara Do Vovô,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70006,70006 Posto Abolição,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70007,70007 Posto Golden Campinas,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
70008,70008 - Posto Jardim Aurelia De Campinas,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70010 - V4 NUC,70010 - V4 Nuc Posto Gabriela De Campinas,2025-08-26T00:00:00,V4 - NOVPN,True,False,Bandeira Branca,1
70012,70012 - Posto Do Rafa,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70014 - V4 NUC,70014 - V4 Nuc Posto Rm 1,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70016,70016 - Posto Serviços Reimão,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
70018 - V4 NUC,70018 - V4 Nuc Posto Gran Jk,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70020 - V4 NUC,70020 - V4 Nuc Posto Aerocar,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70021 - V4 NUC,70021 - V4 Nuc Posto Priscila,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.9706944444444444
70025 - V4 NUC,70025 - V4 Nuc Posto Giromanilha,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70028 - V4 NUC,70028 - V4 Nuc Posto Gs,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
70031 - V4 NUC,70031 - V4 Nuc Posto Lua Nova,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,0
70032 - V4 NUC,70032 - V4 Nuc Posto Jardim Silveira  Ii,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
70033 - V4 NUC,70033 - V4 Nuc  Posto Jo-Ana,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
70034 - V4 NUC,70034 - V4 Nuc Posto  Caminho Dos Passaros,2025-08-26T00:00:00,V4 - NOVPN,True,False,Bandeira Branca,1
70035 - V4 NUC,70035 - V4 Nuc Posto  Shell Helena Yokoya,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
70036 - V4 NUC,70036 - V4 Nuc  Posto Caldeirao Ii,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70037 - V4 NUC,70037 - V4 Nuc Posto Paraizo De Alah,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0
70038 - V4 NUC,70038 - V4 Nuc Posto Unipo Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70039 - V4 NUC,70039 - V4 Nuc Posto Pessegao Ii,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
7004,7004 Posto Br Objetivo,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
70040 - V4 NUC,70040 - V4 Nuc Posto Laranja Da China Ii,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70042 - V4 NUC,70042 - V4 Nuc Posto Shell Gride Ii,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
70043 - V4 NUC,70043 - V4 Nuc Posto Imperatriz,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70044 - V4 NUC,70044 - V4 Nuc Posto Portal Da Lapa,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
70045 - V4 NUC,70045 - V4 Nuc Posto Shell Vista Do Panamby Ii,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
70046 - V4 NUC,70046 - V4 Nuc Posto De Servicos City Taipas,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70047 - V4 NUC,70047 - V4 Nuc Posto Reluma,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70048 - V4 NUC,70048 - V4 Nuc Posto  Gramado,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70049 - V4 NUC,70049 - V4 Nuc Posto De Servicos Vila Rica,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70053 - V4 NUC,70053 - V4 Nuc Posto Grande Oeste,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70054 - V4 NUC,70054 - V4 Nuc Posto Megão Recreio,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
70055 - V4 NUC,70055 - V4 Nuc Posto Geremario Dantas De Sá,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70059 - V4 NUC,70059 - V4 Nuc Posto Vilamar,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
7006,7006 Posto Br Trinta E Nove,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
70061 - V4 NUC,70061 - V4 Nuc Rede De Postos Sagui,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70062 - V4 NUC,70062 - V4 Nuc Posto Pedrodavi,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70063 - V4 NUC,70063 - V4 Nuc Posto Nsa I,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
